Y\X,1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 
-30, 0.63612, 0.635596, 0.634725, 0.633509, 0.631952, 0.63006, 0.627838, 0.625465, 0.622625, 0.619477, 0.61627, 0.612554, 0.608842, 0.604596, 0.600417, 0.596032, 0.59145, 0.58668, 0.581732, 0.576615, 0.571337, 0.565909, 0.560338, 0.555176, 0.549366, 0.544031, 0.538012, 0.532531, 0.527, 0.521426, 0.515088, 0.509415, 0.503714, 0.49799, 0.492247, 0.486491, 0.480724, 0.475857, 0.470107, 0.464358, 0.458615, 0.453889, 0.448191, 0.442509, 0.437927, 0.432309, 0.427846, 0.422306, 0.417972, 0.412523, 0.408328, 0.402983, 0.398938, 0.393711, 0.389826, 0.386031, 0.381019, 0.377399, 0.372547, 0.369113, 0.36578, 0.361204, 0.358072, 0.355044, 0.350786, 0.347975, 0.343954, 0.341373, 0.338901, 0.33527, 0.333039, 0.329698, 0.327715, 0.324685, 0.322954, 0.320252, 0.318775, 0.316413, 0.315187, 0.313172
-29, 0.644653, 0.644108, 0.643203, 0.64194, 0.640323, 0.638359, 0.636052, 0.633411, 0.630445, 0.627162, 0.623572, 0.619945, 0.615791, 0.611666, 0.606991, 0.60241, 0.59763, 0.592661, 0.587511, 0.582191, 0.576711, 0.571079, 0.565827, 0.559941, 0.553931, 0.548397, 0.542179, 0.536503, 0.53078, 0.525016, 0.518488, 0.51263, 0.506746, 0.500842, 0.494922, 0.488991, 0.483937, 0.478021, 0.472105, 0.466193, 0.461278, 0.45541, 0.449556, 0.444786, 0.438996, 0.434345, 0.42863, 0.422947, 0.418483, 0.414101, 0.408577, 0.404345, 0.398936, 0.394864, 0.389586, 0.385685, 0.38188, 0.376836, 0.373218, 0.3697, 0.364927, 0.361612, 0.357042, 0.353942, 0.350952, 0.346724, 0.343965, 0.341319, 0.337477, 0.335076, 0.331524, 0.329376, 0.327343, 0.324248, 0.322475, 0.319715, 0.318203, 0.315792, 0.313588, 0.312483
-28, 0.653374, 0.652784, 0.651819, 0.650483, 0.648779, 0.646715, 0.644298, 0.641534, 0.638434, 0.635007, 0.631265, 0.627217, 0.623158, 0.618556, 0.614011, 0.609253, 0.603912, 0.598734, 0.593375, 0.587845, 0.582154, 0.576312, 0.570851, 0.564757, 0.558539, 0.552801, 0.547006, 0.540505, 0.534585, 0.528626, 0.522635, 0.515858, 0.509789, 0.503702, 0.497602, 0.492357, 0.48627, 0.480182, 0.474098, 0.46802, 0.462949, 0.456921, 0.45091, 0.445993, 0.44005, 0.435259, 0.429397, 0.424742, 0.418974, 0.414464, 0.408803, 0.40445, 0.400188, 0.394723, 0.390632, 0.38531, 0.381402, 0.377594, 0.372527, 0.368918, 0.365416, 0.360642, 0.357355, 0.35418, 0.349743, 0.3468, 0.343973, 0.339918, 0.337339, 0.333571, 0.331251, 0.32905, 0.32574, 0.323806, 0.320836, 0.319172, 0.316557, 0.315163, 0.312915, 0.310884
-27, 0.662324, 0.66171, 0.660706, 0.659229, 0.657433, 0.655263, 0.652727, 0.649833, 0.646591, 0.643013, 0.639109, 0.634891, 0.630374, 0.625875, 0.620814, 0.615843, 0.610289, 0.604894, 0.599317, 0.593568, 0.58766, 0.5816, 0.575924, 0.569615, 0.563185, 0.557237, 0.550608, 0.544529, 0.538408, 0.532251, 0.525332, 0.519093, 0.512835, 0.506562, 0.50028, 0.49486, 0.488597, 0.482336, 0.476082, 0.470814, 0.464608, 0.458418, 0.453305, 0.447182, 0.442195, 0.436153, 0.430143, 0.425352, 0.420648, 0.414802, 0.410255, 0.404527, 0.400147, 0.395863, 0.390349, 0.386247, 0.382247, 0.376982, 0.373181, 0.369488, 0.364509, 0.361032, 0.357667, 0.353019, 0.349888, 0.346874, 0.342603, 0.33984, 0.335852, 0.333351, 0.330973, 0.327444, 0.32534, 0.322151, 0.320326, 0.317498, 0.315954, 0.313501, 0.312234, 0.310164
-26, 0.671489, 0.670849, 0.669738, 0.668265, 0.666287, 0.664004, 0.661341, 0.658135, 0.654719, 0.650957, 0.64686, 0.642442, 0.638002, 0.633003, 0.627725, 0.622532, 0.616754, 0.611133, 0.60533, 0.599355, 0.593221, 0.586937, 0.581039, 0.574509, 0.567859, 0.561698, 0.554855, 0.548567, 0.542241, 0.535883, 0.528761, 0.522328, 0.515878, 0.509417, 0.50295, 0.497354, 0.490912, 0.484477, 0.47805, 0.47262, 0.466248, 0.459895, 0.454629, 0.44835, 0.443217, 0.437023, 0.432033, 0.425936, 0.4211, 0.415113, 0.410439, 0.405861, 0.400075, 0.395675, 0.391376, 0.385823, 0.381718, 0.377721, 0.372436, 0.36865, 0.364977, 0.360002, 0.356559, 0.353234, 0.348616, 0.34554, 0.342587, 0.338375, 0.335687, 0.333126, 0.32937, 0.327088, 0.323674, 0.321678, 0.319809, 0.316923, 0.315343, 0.31284, 0.310566, 0.309435
-25, 0.680873, 0.680164, 0.679046, 0.677422, 0.675449, 0.672938, 0.670141, 0.666784, 0.663208, 0.659274, 0.654996, 0.650389, 0.645466, 0.640244, 0.634737, 0.629312, 0.6233, 0.617444, 0.611405, 0.605196, 0.598828, 0.592312, 0.585659, 0.579429, 0.572554, 0.566174, 0.559112, 0.552612, 0.546077, 0.538802, 0.532187, 0.525555, 0.518911, 0.51226, 0.505606, 0.499831, 0.49321, 0.486598, 0.479998, 0.474404, 0.467865, 0.461348, 0.455929, 0.449491, 0.444212, 0.437865, 0.432735, 0.426491, 0.421521, 0.416646, 0.410591, 0.405889, 0.401289, 0.395452, 0.391041, 0.386737, 0.381151, 0.377053, 0.373067, 0.367772, 0.364011, 0.360368, 0.356846, 0.35201, 0.348736, 0.345587, 0.34115, 0.338269, 0.335517, 0.331532, 0.329063, 0.325417, 0.323242, 0.321199, 0.318086, 0.316341, 0.313619, 0.312172, 0.309853, 0.307773
-24, 0.690479, 0.689738, 0.688507, 0.686791, 0.684705, 0.682066, 0.678973, 0.675609, 0.671667, 0.667526, 0.663032, 0.6582, 0.653048, 0.647589, 0.641842, 0.636175, 0.629918, 0.623818, 0.617535, 0.611083, 0.604473, 0.597717, 0.590827, 0.583813, 0.577261, 0.570049, 0.56337, 0.556654, 0.549219, 0.542419, 0.5356, 0.528767, 0.521927, 0.515083, 0.50824, 0.501402, 0.495483, 0.488693, 0.481918, 0.47616, 0.469453, 0.462771, 0.457198, 0.450602, 0.445175, 0.438675, 0.433405, 0.428229, 0.421908, 0.416903, 0.410708, 0.405882, 0.401162, 0.396547, 0.390668, 0.386254, 0.381952, 0.376344, 0.372261, 0.368296, 0.364451, 0.359275, 0.355673, 0.352197, 0.347397, 0.344185, 0.341105, 0.336735, 0.333938, 0.331276, 0.327393, 0.32503, 0.322804, 0.319456, 0.317537, 0.314585, 0.312975, 0.310435, 0.309132, 0.307012
-23, 0.700313, 0.699538, 0.69825, 0.696456, 0.694166, 0.691389, 0.68814, 0.684434, 0.680479, 0.675926, 0.671203, 0.666135, 0.660739, 0.655032, 0.649032, 0.643112, 0.636599, 0.630245, 0.623281, 0.616551, 0.609667, 0.60264, 0.596009, 0.588753, 0.581388, 0.574524, 0.567622, 0.560021, 0.553029, 0.546017, 0.538991, 0.531957, 0.524917, 0.517879, 0.510845, 0.50382, 0.496808, 0.490756, 0.483806, 0.476879, 0.471007, 0.464159, 0.458432, 0.451676, 0.446102, 0.440623, 0.434037, 0.428724, 0.422258, 0.417121, 0.412089, 0.405836, 0.400994, 0.396263, 0.390254, 0.385729, 0.381322, 0.377032, 0.371411, 0.367352, 0.363418, 0.35961, 0.354454, 0.350903, 0.347486, 0.344202, 0.339598, 0.336598, 0.333737, 0.329613, 0.327054, 0.324636, 0.321047, 0.318944, 0.315753, 0.31397, 0.311198, 0.309734, 0.307395, 0.306243
-22, 0.710357, 0.709521, 0.70815, 0.70625, 0.703832, 0.700779, 0.697491, 0.6936, 0.689253, 0.684469, 0.679503, 0.674184, 0.668531, 0.662563, 0.656298, 0.649756, 0.643333, 0.636309, 0.629483, 0.622493, 0.615351, 0.608069, 0.60066, 0.593135, 0.586081, 0.578376, 0.571215, 0.564025, 0.556815, 0.548869, 0.541604, 0.534336, 0.527068, 0.520639, 0.513413, 0.506201, 0.499005, 0.492779, 0.485653, 0.478553, 0.47252, 0.465507, 0.459625, 0.452709, 0.446987, 0.441364, 0.434628, 0.429177, 0.422565, 0.417298, 0.412138, 0.407087, 0.400784, 0.395935, 0.391201, 0.385161, 0.380647, 0.376254, 0.371985, 0.367841, 0.362339, 0.358446, 0.354685, 0.351058, 0.346075, 0.342727, 0.33952, 0.334993, 0.332086, 0.329324, 0.326708, 0.322871, 0.320575, 0.317137, 0.31517, 0.313347, 0.31052, 0.309025, 0.306641, 0.304519
-21, 0.720654, 0.719778, 0.718275, 0.71626, 0.713597, 0.710489, 0.70687, 0.70276, 0.698179, 0.693147, 0.687923, 0.682078, 0.676129, 0.669861, 0.663296, 0.656806, 0.649724, 0.642804, 0.635278, 0.627991, 0.620558, 0.612989, 0.605299, 0.598049, 0.59017, 0.582806, 0.574775, 0.567329, 0.559867, 0.552395, 0.544919, 0.537444, 0.529974, 0.522515, 0.515069, 0.508536, 0.501155, 0.493799, 0.487454, 0.480181, 0.473986, 0.466807, 0.460771, 0.453696, 0.447827, 0.442059, 0.435172, 0.429585, 0.424104, 0.417428, 0.412141, 0.406966, 0.400528, 0.395561, 0.390714, 0.385987, 0.381382, 0.37543, 0.371062, 0.366824, 0.362718, 0.357233, 0.353392, 0.34969, 0.346129, 0.341204, 0.337939, 0.334821, 0.33185, 0.327588, 0.32494, 0.322443, 0.318751, 0.31659, 0.314579, 0.311506, 0.309835, 0.307213, 0.305878, 0.303718
-20, 0.73119, 0.730226, 0.728628, 0.726487, 0.723673, 0.720391, 0.716428, 0.712081, 0.707248, 0.701951, 0.696454, 0.690324, 0.684088, 0.67753, 0.670672, 0.663535, 0.656141, 0.648907, 0.641501, 0.633483, 0.62575, 0.618392, 0.610436, 0.602375, 0.594803, 0.586584, 0.578925, 0.571249, 0.562867, 0.555148, 0.54743, 0.539718, 0.532829, 0.52517, 0.517531, 0.509913, 0.503251, 0.495714, 0.488208, 0.481755, 0.474345, 0.468054, 0.461864, 0.45463, 0.448614, 0.4415, 0.435666, 0.429941, 0.424328, 0.417509, 0.412094, 0.406795, 0.401614, 0.395138, 0.390177, 0.38534, 0.380628, 0.376046, 0.370089, 0.365757, 0.361561, 0.357502, 0.353583, 0.348272, 0.344641, 0.341158, 0.337823, 0.333139, 0.330124, 0.327263, 0.324557, 0.320607, 0.318243, 0.314718, 0.312706, 0.310848, 0.307978, 0.30647, 0.304073, 0.301956
-19, 0.741951, 0.740914, 0.739272, 0.736933, 0.733953, 0.730354, 0.726158, 0.721556, 0.716452, 0.710872, 0.704843, 0.698393, 0.691828, 0.684939, 0.677751, 0.670284, 0.662563, 0.655006, 0.647281, 0.638951, 0.63091, 0.623249, 0.614999, 0.606651, 0.598797, 0.590304, 0.582376, 0.574439, 0.566498, 0.558559, 0.550626, 0.542705, 0.534801, 0.526916, 0.51993, 0.512123, 0.504346, 0.497568, 0.489885, 0.483268, 0.475689, 0.469242, 0.461776, 0.455506, 0.449344, 0.442077, 0.436104, 0.430243, 0.424496, 0.417536, 0.411994, 0.406572, 0.401271, 0.396093, 0.389588, 0.38464, 0.379823, 0.375138, 0.370587, 0.364638, 0.360352, 0.356208, 0.352209, 0.348357, 0.344653, 0.339555, 0.336164, 0.332928, 0.32985, 0.325452, 0.322716, 0.320141, 0.31635, 0.314134, 0.312079, 0.308949, 0.307257, 0.30461, 0.303277, 0.301123
